"","Year","Plot","Species","Num.Trees","BA","QMD"
"106","2009","12","Bl",21,0.571366953695519,18.6171450929975
"107","2009","12","Fd",1,0.321699087727595,64.0162288069986
"108","2009","12","Sx",4,0.352076717891481,33.4852718784754
"109","2009","13","Bl",21,0.626819991022196,19.4996557216242
"110","2009","13","Sx",27,0.879124438624646,20.366127865858
"111","2009","14","Bl",11,0.66287447911112,27.7066793397556
"112","2009","14","Sx",14,0.74499178408514,26.0361578229431
"113","2009","15","Bl",19,0.63315030021918,20.6035368961504
"114","2009","15","Sx",15,0.755212170385431,25.3252669645188
"115","2009","16","Bl",62,1.39141295707125,16.9081989190603
"116","2009","16","Sx",2,0.266710220715486,41.2163949751591
"117","2009","17","Bl",59,1.05923744324209,15.1229260320884
"118","2009","17","Ep",1,0.0237787147950211,17.4044122069027
"119","2009","17","Fd",2,0.662848560971727,64.9766523953629
"120","2009","17","Sx",6,0.422567773852729,29.9528211422475
"121","2009","18","Bl",23,0.988463643942022,23.3981544733039
"122","2009","18","Fd",1,0.622113885227119,89.0225681847324
"123","2009","18","Sx",3,0.255826172967124,32.9592280436936
"124","2009","19","Bl",61,1.50077493893536,17.7034552931677
"125","2009","20","Bl",51,1.32734567268843,18.2084133066655
"126","2009","20","Sx",4,0.645817987196617,45.351352594546
"127","2009","24","Bl",10,0.598382294321901,27.6092455280224
"128","2009","24","Sx",12,0.357883166513479,19.4914964994804
"129","2009","3","Bl",50,1.1361923260881,17.0139869480842
"130","2009","3","Ep",1,0.00636172512351933,9.00228217598418
"131","2009","3","Sx",3,0.385245653128082,40.4457988668677
"132","2009","4","Bl",24,0.739695844269351,19.8146378941825
"133","2009","4","Sx",1,0.130100420368624,40.7103205069507
"134","2009","5","Bl",24,0.457752040776608,15.5874364316226
"135","2009","5","Sx",2,0.0489656484970139,17.6602126670646
"136","2009","6","Bl",51,1.58664723252858,19.907662657347
"137","2009","6","Sx",4,0.461727726279726,38.3467138860555
"138","2009","7","Bl",35,0.580289076831714,14.5329355399161
"139","2009","7","Sx",3,0.0899642180245241,19.5451698546639
"140","2009","8","Bl",32,0.556273171791347,14.8810727553513
"141","2009","8","Sx",8,0.253546947496945,20.0932122255976
"142","2009","9","Bl",33,0.879632591236364,18.4271791329981
"143","2009","9","Sx",17,1.04159347350137,27.9376476638364
"144","2019","10","Bl",43,1.13261876444464,18.3177792114011
"145","2019","10","Sx",12,0.490899770262797,22.8281629026604
"146","2019","11","Bl",48,1.00475987043436,16.3296055240054
"147","2019","11","Sx",9,0.527556658743046,27.3261514759057
"148","2019","12","Bl",25,0.813729045947521,20.3626865689297
"149","2019","12","Fd",1,0.35361845448623,67.1170148898376
"150","2019","12","Sx",5,0.430147651527678,33.104645950531
"151","2019","13","Bl",20,0.759829526188044,21.9992693304843
"152","2019","13","Sx",29,1.26917201612374,23.6116543285097
"153","2019","14","Bl",16,0.874164649222791,26.3816406380839
"154","2019","14","Sx",13,0.86096446229057,29.0459849688887
"155","2019","15","Bl",23,0.740722359668911,20.254847649879
"156","2019","15","Sx",18,1.00144941717564,26.6221685153246
"157","2019","16","Bl",63,1.74088765084739,18.7620491442075
"158","2019","16","Sx",2,0.28440288514234,42.5615242308786
"159","2019","17","Bl",67,1.29909490075102,15.7162239717868
"160","2019","17","Ep",1,0.0283528736986479,19.0048179270777
"161","2019","17","Fd",2,0.744721607116931,68.8727066903823
"162","2019","17","Sx",4,0.322593656235705,32.052586977666
"163","2019","18","Bl",25,1.30337217914888,25.770888421088
"164","2019","18","Sx",4,0.297607784463541,30.7862874007586
"165","2019","19","Bl",61,1.91627570011384,20.0045713691478
"166","2019","20","Bl",48,1.57067459007957,20.4167994064724
"167","2019","20","Sx",6,0.740415268987023,39.6485427288881
"168","2019","24","Bl",12,0.831163314378618,29.704191201314
"169","2019","24","Sx",13,0.577354043895098,23.7856268568467
"170","2019","3","Bl",50,1.39225019151343,18.8338372242464
"171","2019","3","Ep",1,0.0122718463030851,12.5031696888669
"172","2019","4","Bl",31,1.12005475002477,21.4537863235492
"173","2019","4","Sx",6,0.171797994261558,19.0984706239311
"174","2019","5","Bl",53,0.890180488570792,14.6273708514027
"175","2019","5","Sx",9,0.132700873687633,13.705055797249
"176","2019","6","Bl",47,1.65564367578489,21.183595740471
"177","2019","6","Sx",4,0.542984234866662,41.5842416742967
"178","2019","7","Bl",45,0.962210139534135,16.5041772535886
"179","2019","7","Sx",3,0.13290821880277,23.7563909204639
"180","2019","8","Bl",42,0.811928127958851,15.6927595354573
"181","2019","8","Sx",12,0.408738482991627,20.8303857700401
"182","2019","9","Bl",28,0.965890515327816,20.9628393786964
"183","2019","9","Sx",18,1.10986028186388,28.0261262432705
