"","Plot","TreeID","Species","Sector","Year","Status","DBH","Height","Comments","Conk","BlindConk","Scar","Fork.Crook","Frost.Crack","Mistletoe","R.Branch","DBT","Crown.Class","L.Crown"
"674","12","44","Bl","3","2009","Live",13.2,NA,"Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"675","12","44","Bl","3","2019","Live",19.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"676","12","45","Bl","2","1992","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"677","12","45","Bl","2","1994","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678","12","45","Bl","2","1997","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"679","12","45","Bl","2","2009","Live",8.5,NA,"Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"680","12","45","Bl","2","2019","Live",11.7,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681","12","46","Sx","3","1992","Live",24.5,23,"Natural",NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"682","12","46","Sx","3","1994","Live",25.3,22.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"683","12","46","Sx","3","1997","Live",27,22.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"684","12","46","Sx","3","2009","Live",32.7,NA,"Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"685","12","46","Sx","3","2019","Live",36.4,22.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"686","12","47","Bl","3","1992","Live",9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"687","12","47","Bl","3","1994","Live",10.2,NA,"LAB",NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"688","12","47","Bl","3","1997","Live",11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"689","12","47","Bl","3","2009","Live",15.1,NA,"Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"690","12","47","Bl","3","2019","Live",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"691","12","48","Bl","2","1992","Live",NA,NA,"AB",NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"692","12","48","Bl","2","1994","Live",NA,NA,"AB",NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"693","12","48","Bl","2","1997","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"694","12","48","Bl","2","2009","Live",16,NA,"Missing",NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"695","12","48","Bl","2","2019","Live",21.1,15,"Missing (2009) but found 2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"696","12","49","Fd","3","1992","Live",58.1,35.1,"LAB",NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"697","12","49","Fd","3","1994","Live",58.5,36.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"698","12","49","Fd","3","1997","Live",59.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"699","12","49","Fd","3","2009","Live",64,NA,"Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"700","12","49","Fd","3","2019","Live",67.1,36.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"701","12","50","Bl","4","1992","Live",10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"702","12","50","Bl","4","1994","Live",11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"703","12","50","Bl","4","1997","Live",12.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"704","12","50","Bl","4","2009","Live",18,NA,"Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"705","12","50","Bl","4","2019","Live",20.2,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"706","12","51","Bl","4","1992","Live",6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,6
"707","12","51","Bl","4","1994","Live",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,6
"708","12","51","Bl","4","1997","Live",7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,6
"709","12","51","Bl","4","2009","Live",10.5,NA,"Live",NA,NA,NA,NA,NA,NA,NA,3,NA,6
"710","12","51","Bl","4","2019","Live",14.1,10.7,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,6
"711","12","52","Sx","4","1992","Live",21.4,18.7,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,5
"712","12","52","Sx","4","1994","Live",21.4,17.1,"LS",NA,NA,NA,3,NA,NA,NA,NA,NA,5
"713","12","52","Sx","4","1997","Live",21.5,NA,"canker midbole",NA,NA,NA,3,NA,NA,NA,NA,NA,5
"714","12","52","Sx","4","2009","Live",25.6,NA,"Live",NA,NA,NA,3,NA,NA,NA,NA,NA,5
"715","12","52","Sx","4","2019","Live",28.2,19.1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,5
"716","12","53","Bl","4","1992","Live",NA,NA,"LAB",NA,NA,2,NA,NA,NA,NA,NA,NA,4
"717","12","53","Bl","4","1994","Live",NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,4
"718","12","53","Bl","4","1997","Live",NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,4
"719","12","53","Bl","4","2009","Live",11.3,NA,"Live",NA,NA,2,NA,NA,NA,NA,NA,NA,4
"720","12","53","Bl","4","2019","Live",16.9,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,4
"721","12","54","Bl","2","1992","Live",NA,NA,"LAB",NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"722","12","54","Bl","2","1994","Live",NA,NA,"LAB",NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"723","12","54","Bl","2","1997","Live",8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"724","12","54","Bl","2","2009","Live",16.3,NA,"Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"725","12","54","Bl","2","2019","Live",21.6,16.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"726","12","541","Bl","3","1992","Live",20.3,NA,"LS; LG",NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"727","12","541","Bl","3","1994","Live",20.5,NA,"LAB",NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"728","12","541","Bl","3","1997","Live",21.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"729","12","541","Bl","3","2009","Live",24.3,NA,"Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"730","12","541","Bl","3","2019","Live",25.7,18.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"731","12","547","Bl","4","1992","Live",NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,4
"732","12","547","Bl","4","1994","Live",NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,4
"733","12","547","Bl","4","1997","Live",NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,4
"734","12","547","Bl","4","2009","Live",9.5,NA,"Live",NA,NA,NA,3,NA,NA,NA,NA,NA,4
"735","12","547","Bl","4","2019","Live",11.4,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,4
"736","12","55","Bl","3","1992","Live",9.2,NA,"Spike1",NA,NA,NA,2,NA,NA,NA,NA,NA,5
"737","12","55","Bl","3","1994","Live",9.2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,5
"738","12","55","Bl","3","1997","Live",9.9,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,5
"739","12","55","Bl","3","2009","Live",14.5,NA,"Live",NA,NA,NA,2,NA,NA,NA,NA,NA,5
"740","12","55","Bl","3","2019","Live",18.9,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,5
"741","12","558","Bl","4","1992","Live",28.6,25.6,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,6
"742","12","558","Bl","4","1994","Live",29,24.1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,6
"743","12","558","Bl","4","1997","Live",29.6,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,6
"744","12","558","Bl","4","2009","Live",31.8,NA,"Live",NA,NA,NA,2,NA,NA,NA,NA,NA,6
"745","12","558","Bl","4","2019","Live",33.5,24.4,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,6
"746","12","56","Sx","3","1992","Live",38.7,26.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"747","12","56","Sx","3","1994","Live",39.2,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"748","12","56","Sx","3","1997","Live",41.9,27.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"749","12","56","Sx","3","2009","Live",45.8,NA,"Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"750","12","56","Sx","3","2019","Live",48.4,27.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"751","12","57","Bl","3","1992","Live",12.2,NA,"LS",NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"752","12","57","Bl","3","1994","Live",12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"753","12","57","Bl","3","1997","Live",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"754","12","57","Bl","3","2009","Live",16,NA,"Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"755","12","57","Bl","3","2019","Live",17.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"756","12","58","Bl","4","1992","Live",18.2,NA,"LAB",NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"757","12","58","Bl","4","1994","Live",19.4,NA,"LAB",NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"758","12","58","Bl","4","1997","Live",20.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"759","12","58","Bl","4","2009","Live",24.8,NA,"Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"760","12","58","Bl","4","2019","Live",26.7,19.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"761","12","59","Bl",NA,"1992","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"762","12","59","Bl",NA,"1994","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"763","12","59","Bl",NA,"1997","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"764","12","59","Bl",NA,"2009","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"765","12","59","Bl",NA,"2019","Live",18.6,NA,"ADDED MAY 2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"766","12","843","Bl",NA,"1992","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"767","12","843","Bl",NA,"1994","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"768","12","843","Bl",NA,"1997","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"769","12","843","Bl",NA,"2009","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"770","12","843","Bl",NA,"2019","Live",10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"771","12","844","Sx",NA,"1992","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"772","12","844","Sx",NA,"1994","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"773","12","844","Sx",NA,"1997","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"774","12","844","Sx",NA,"2009","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"775","12","844","Sx",NA,"2019","Live",10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"776","12","845","Bl",NA,"1992","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"777","12","845","Bl",NA,"1994","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"778","12","845","Bl",NA,"1997","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"779","12","845","Bl",NA,"2009","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"780","12","845","Bl",NA,"2019","Live",7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"781","12","846","Bl",NA,"1992","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"782","12","846","Bl",NA,"1994","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"783","12","846","Bl",NA,"1997","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"784","12","846","Bl",NA,"2009","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"785","12","846","Bl",NA,"2019","Live",16.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"786","12","847","Bl",NA,"1992","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"787","12","847","Bl",NA,"1994","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"788","12","847","Bl",NA,"1997","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"789","12","847","Bl",NA,"2009","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"790","12","847","Bl",NA,"2019","Live",13.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"791","12","848","Bl","4","1992","Live",4.9,NA,"Natural; LAB",NA,NA,3,3,NA,NA,NA,NA,NA,3
"792","12","848","Bl","4","1994","Live",5.1,NA,"LAB",NA,NA,3,3,NA,NA,NA,NA,NA,3
"793","12","848","Bl","4","1997","Live",5.4,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,3
"794","12","848","Bl","4","2009","Live",7.1,NA,"Live",NA,NA,3,3,NA,NA,NA,NA,NA,3
"795","12","848","Bl","4","2019","Live",8.8,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,3
"796","12","New","Bl","2","1992","Live",NA,NA,"--",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"797","12","New","Bl","4","1992","Live",NA,NA,"--",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"798","12","New","Bl","2","1994","Live",NA,NA,"--",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"799","12","New","Bl","4","1994","Live",NA,NA,"--",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"800","12","New","Bl","2","1997","Live",NA,NA,"--",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"801","12","New","Bl","4","1997","Live",NA,NA,"--",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"802","12","New","Bl","2","2009","Live",9,NA,"New ingress - live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"803","12","New","Bl","4","2009","Live",11.7,NA,"New ingress - live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"804","12","New","Bl","2","2019","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"805","12","New","Bl","4","2019","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"806","13","199","Sx","1","1992","Live",9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"807","13","199","Sx","1","1994","Live",10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"808","13","199","Sx","1","1997","Live",12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"809","13","199","Sx","1","2009","Live",17.1,NA,"Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"810","13","199","Sx","1","2019","Live",21,18.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"811","13","200","Bl","4","1992","Live",NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,4
"812","13","200","Bl","4","1994","Live",NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,4
"813","13","200","Bl","4","1997","Live",NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,4
"814","13","200","Bl","4","2009","Live",11.3,NA,"Live",NA,NA,NA,6,NA,NA,NA,NA,NA,4
"815","13","200","Bl","4","2019","Live",15.2,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,4
"816","13","202","Sx","1","1992","Live",10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"817","13","202","Sx","1","1994","Live",12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"818","13","202","Sx","1","1997","Live",14.6,NA,"forked at base with 374",NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"819","13","202","Sx","1","2009","Live",21.7,NA,"Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"820","13","202","Sx","1","2019","Live",27,20.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"821","13","203","Sx","1","1992","Live",24.8,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"822","13","203","Sx","1","1994","Live",27.3,16.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"823","13","203","Sx","1","1997","Live",30.2,17.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"824","13","203","Sx","1","2009","Live",38.4,NA,"Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"825","13","203","Sx","1","2019","Live",45.5,24.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"826","13","204","Bl","1","1992","Live",11.3,NA,"Spike1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827","13","204","Bl","1","1994","Live",11.8,NA,"Marked to cut but not felled; spike1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"828","13","204","Bl","1","1997","Live",12.3,NA,"Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"829","13","204","Bl","1","2009","Live",15,NA,"Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"830","13","204","Bl","1","2019","Live",17,12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"831","13","205","Sx","2","1992","Live",NA,NA,"Spike1",NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"832","13","205","Sx","2","1994","Live",NA,NA,"Spike1",NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"833","13","205","Sx","2","1997","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"834","13","205","Sx","2","2009","Live",9.3,NA,"Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"835","13","205","Sx","2","2019","Live",12.3,13.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"836","13","206","Bl","2","1992","Live",14.8,11.2,"Natural",NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"837","13","206","Bl","2","1994","Live",15.7,11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"838","13","206","Bl","2","1997","Live",17.7,12.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"839","13","206","Bl","2","2009","Live",22.1,NA,"Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"840","13","206","Bl","2","2019","Live",25.2,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"841","13","207","Sx","1","1992","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"842","13","207","Sx","1","1994","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"843","13","207","Sx","1","1997","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"844","13","207","Sx","1","2009","Live",9.9,NA,"Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"845","13","207","Sx","1","2019","Live",10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"846","13","208","Sx","1","1992","Live",9,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,6
"847","13","208","Sx","1","1994","Live",9.7,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,6
"848","13","208","Sx","1","1997","Live",10.8,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,6
"849","13","208","Sx","1","2009","Live",14.6,NA,"Live",NA,NA,NA,2,NA,NA,NA,NA,NA,6
"850","13","208","Sx","1","2019","Live",18.1,13.9,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,6
"851","13","209","Sx","1","1992","Live",21.8,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,9
"852","13","209","Sx","1","1994","Live",23.2,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,9
"853","13","209","Sx","1","1997","Live",25.6,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,9
"854","13","209","Sx","1","2009","Live",32.6,NA,"Live",NA,NA,NA,3,NA,NA,NA,NA,NA,9
"855","13","209","Sx","1","2019","Live",37.5,23,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,9
"856","13","210","Sx","1","1992","Live",22.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"857","13","210","Sx","1","1994","Live",24.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"858","13","210","Sx","1","1997","Live",27.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"859","13","210","Sx","1","2009","Live",35.3,NA,"Live - right on plot boundary",NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"860","13","210","Sx","1","2019","Live",40.1,23.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"861","13","211","Sx","1","1992","Live",11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"862","13","211","Sx","1","1994","Live",12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"863","13","211","Sx","1","1997","Live",13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"864","13","211","Sx","1","2009","Live",15.1,NA,"Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"865","13","211","Sx","1","2019","Live",15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"866","13","212","Bl","1","1992","Live",29.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"867","13","212","Bl","1","1994","Live",31.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"868","13","212","Bl","1","1997","Live",33.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"869","13","212","Bl","1","2009","Live",38,NA,"Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"870","13","212","Bl","1","2019","Live",40.5,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"871","13","213","Sx","1","1992","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"872","13","213","Sx","1","1994","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"873","13","213","Sx","1","1997","Live",8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"874","13","213","Sx","1","2009","Live",11.5,NA,"Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"875","13","213","Sx","1","2019","Live",13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"876","13","214","Bl","2","1992","Live",8.1,NA,"LS",NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"877","13","214","Bl","2","1994","Live",8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"878","13","214","Bl","2","1997","Live",11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"879","13","214","Bl","2","2009","Live",16,NA,"Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"880","13","214","Bl","2","2019","Live",20.9,18.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"881","13","215","Bl","2","1992","Live",22.1,15.9,"LS",NA,NA,NA,2,NA,NA,NA,NA,NA,6
"882","13","215","Bl","2","1994","Live",23.3,19,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,6
"883","13","215","Bl","2","1997","Live",24.8,17.4,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,6
"884","13","215","Bl","2","2009","Live",29.7,NA,"Live",NA,NA,NA,2,NA,NA,NA,NA,NA,6
"885","13","215","Bl","2","2019","Live",32.5,21,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,6
"886","13","216","Sx","3","1992","Live",9.2,7.1,"Spike2",NA,NA,NA,2,NA,NA,NA,NA,NA,7
"887","13","216","Sx","3","1994","Live",10.6,9,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,7
"888","13","216","Sx","3","1997","Live",12.9,10.4,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,7
"889","13","216","Sx","3","2009","Live",20.3,NA,"Live",NA,NA,NA,2,NA,NA,NA,NA,NA,7
"890","13","216","Sx","3","2019","Live",26.4,22,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,7
"891","13","217","Bl","3","1992","Live",21.4,NA,"AB; Spike1",NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"892","13","217","Bl","3","1994","Live",22.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"893","13","217","Bl","3","1997","Live",24.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"894","13","217","Bl","3","2009","Live",30.3,NA,"Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"895","13","217","Bl","3","2019","Live",33.3,23.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"896","13","218","Sx","3","1992","Live",19.9,NA,"Spike1",NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"897","13","218","Sx","3","1994","Live",22.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"898","13","218","Sx","3","1997","Live",25.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"899","13","218","Sx","3","2009","Live",37.1,NA,"Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"900","13","218","Sx","3","2019","Live",44.5,27.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"901","13","219","Bl","4","1992","Live",16.7,NA,"Natural",NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"902","13","219","Bl","4","1994","Live",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"903","13","219","Bl","4","1997","Live",18.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"904","13","219","Bl","4","2009","Live",22.5,NA,"Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"905","13","219","Bl","4","2019","Live",24,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"906","13","220","Sx","4","1992","Live",23.4,15,"Natural",NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"907","13","220","Sx","4","1994","Live",25.2,16.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"908","13","220","Sx","4","1997","Live",28.1,17.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"909","13","220","Sx","4","2009","Live",35.6,NA,"Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"910","13","220","Sx","4","2019","Live",40.5,24.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
