"","Plot","TreeID","Species","Sector","Year","Status","DBH","Height","Comments","Conk","BlindConk","Scar","Fork.Crook","Frost.Crack","Mistletoe","R.Branch","DBT","Crown.Class","L.Crown"
"3099","24","82","Sx",NA,"2009","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3100","24","82","Sx",NA,"2019","Live",16.7,NA,"ADDED 2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3101","24","83","Sx",NA,"1992","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3102","24","83","Sx",NA,"1994","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3103","24","83","Sx",NA,"1997","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3104","24","83","Sx",NA,"2009","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3105","24","83","Sx",NA,"2019","Live",19.2,NA,"ADDED 2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3106","24","84","Bl",NA,"1992","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3107","24","84","Bl",NA,"1994","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3108","24","84","Bl",NA,"1997","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3109","24","84","Bl",NA,"2009","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3110","24","84","Bl",NA,"2019","Live",16.8,10.7,"ADDED 2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3111","24","85","Sx","1","1992","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3112","24","85","Sx","1","1994","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3113","24","85","Sx","1","1997","Live",NA,NA,"New ingrowth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3114","24","85","Sx","1","2009","Live",12.8,NA,"Live - Forked leader",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3115","24","85","Sx","1","2019","Live",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3116","24","87","Bl","2","1992","Live",NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,6
"3117","24","87","Bl","2","1994","Live",7.5,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,6
"3118","24","87","Bl","2","1997","Live",9.2,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,6
"3119","24","87","Bl","2","2009","Live",17.9,NA,"Live - Big Scar",NA,NA,7,NA,NA,NA,NA,NA,NA,6
"3120","24","87","Bl","2","2019","Live",26.9,15,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,6
"3121","24","88","Bl",NA,"1992","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3122","24","88","Bl",NA,"1994","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3123","24","88","Bl",NA,"1997","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3124","24","88","Bl",NA,"2009","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3125","24","88","Bl",NA,"2019","Live",15.6,NA,"ADDED 2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3126","24","89","Bl",NA,"1992","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3127","24","89","Bl",NA,"1994","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3128","24","89","Bl",NA,"1997","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3129","24","89","Bl",NA,"2009","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3130","24","89","Bl",NA,"2019","Live",21,12.6,"ADDED 2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3131","24","90","Bl","3","1992","Live",NA,NA,"Lean",NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"3132","24","90","Bl","3","1994","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"3133","24","90","Bl","3","1997","Live",7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"3134","24","90","Bl","3","2009","Live",18,NA,"Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"3135","24","90","Bl","3","2019","Live",26.9,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"3136","24","91","Sx","4","1992","Live",21.4,13.6,"Natural",NA,NA,NA,3,NA,NA,NA,NA,NA,9
"3137","24","91","Sx","4","1994","Live",23.5,15.2,"Wrong species in first measurement",NA,NA,NA,3,NA,NA,NA,NA,NA,9
"3138","24","91","Sx","4","1997","Live",27.7,16.6,"tag at 1.1m",NA,NA,NA,3,NA,NA,NA,NA,NA,9
"3139","24","91","Sx","4","2009","Live",39.5,NA,"Live - Tag missing, tag diameter taken at 1.1, assuming 1997's comments",NA,NA,NA,3,NA,NA,NA,NA,NA,9
"3140","24","91","Sx","4","2019","Live",48,24.5,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,9
"3141","24","92","Bl","4","1992","Live",38.7,23.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"3142","24","92","Bl","4","1994","Live",40.6,25.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"3143","24","92","Bl","4","1997","Live",42.6,25.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"3144","24","92","Bl","4","2009","Live",48.9,NA,"Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"3145","24","92","Bl","4","2019","Live",53.4,30.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"3146","24","93","Bl","4","1992","Live",35.5,24.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"3147","24","93","Bl","4","1994","Live",36.2,26.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"3148","24","93","Bl","4","1997","Live",37.5,26.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"3149","24","93","Bl","4","2009","Live",42.6,NA,"Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"3150","24","93","Bl","4","2019","Live",46.1,33.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"3151","24","94","Bl","1","1992","Live",11.3,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"3152","24","94","Bl","1","1994","Live",14.3,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"3153","24","94","Bl","1","1997","Live",15.4,14.4,"tag at 1.1m",NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"3154","24","94","Bl","1","2009","Live",18.9,NA,"Live - Top broken at approx 20 m",NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"3155","24","94","Bl","1","2019","Live",19.6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"3156","24","95","Sx","2","1992","Live",NA,3.6,"Natural; HLB; lean",NA,NA,NA,3,NA,NA,NA,NA,NA,7
"3157","24","95","Sx","2","1994","Live",NA,3.9,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,7
"3158","24","95","Sx","2","1997","Live",9.1,4.7,"tag at 1.1m",NA,NA,NA,3,NA,NA,NA,NA,NA,7
"3159","24","95","Sx","2","2009","Live",18.1,NA,"Live - Surrounded by squirrel midden, DBH measured 20 cm above tag",NA,NA,NA,3,NA,NA,NA,NA,NA,7
"3160","24","95","Sx","2","2019","Live",27.9,12.7,"some uncertainty, old faded paint",NA,NA,NA,3,NA,NA,NA,NA,NA,7
"3161","24","New","Sx",NA,"1992","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3162","24","New","Bl",NA,"1992","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3163","24","New","Bl",NA,"1992","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3164","24","New","Bl",NA,"1992","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3165","24","New","Sx",NA,"1992","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3166","24","New","Sx",NA,"1992","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3167","24","New","Sx",NA,"1992","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3168","24","New","Sx",NA,"1994","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3169","24","New","Bl",NA,"1994","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3170","24","New","Bl",NA,"1994","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3171","24","New","Bl",NA,"1994","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3172","24","New","Sx",NA,"1994","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3173","24","New","Sx",NA,"1994","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3174","24","New","Sx",NA,"1994","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3175","24","New","Sx",NA,"1997","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3176","24","New","Bl",NA,"1997","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3177","24","New","Bl",NA,"1997","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3178","24","New","Bl",NA,"1997","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3179","24","New","Sx",NA,"1997","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3180","24","New","Sx",NA,"1997","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3181","24","New","Sx",NA,"1997","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3182","24","New","Sx",NA,"2009","Live",7.8,NA,"New Ingress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3183","24","New","Bl",NA,"2009","Live",9.6,NA,"New Ingress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3184","24","New","Bl",NA,"2009","Live",8.5,NA,"New Ingress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3185","24","New","Bl",NA,"2009","Live",9,NA,"New Ingress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3186","24","New","Sx",NA,"2009","Live",11.5,NA,"New Ingress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3187","24","New","Sx",NA,"2009","Live",10.2,NA,"New Ingress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3188","24","New","Sx",NA,"2009","Live",11.7,NA,"New Ingress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3189","24","New","Sx",NA,"2019","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3190","24","New","Bl",NA,"2019","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3191","24","New","Bl",NA,"2019","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3192","24","New","Bl",NA,"2019","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3193","24","New","Sx",NA,"2019","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3194","24","New","Sx",NA,"2019","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3195","24","New","Sx",NA,"2019","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3196","3","274","Bl","1","1992","Live",20.9,NA,"natural",NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"3197","3","274","Bl","1","1994","Live",21.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"3198","3","274","Bl","1","1997","Live",21.7,NA,"DBH at 1.0m",NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"3199","3","274","Bl","1","2009","Live",23.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"3200","3","274","Bl","1","2019","Live",23.9,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"3201","3","279","Sx","1","1992","Live",43.3,23.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"3202","3","279","Sx","1","1994","Live",43.3,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"3203","3","279","Sx","1","1997","Live",43.3,27.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"3204","3","279","Sx","1","2009","Live",43.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"3205","3","279","Sx","1","2019","Dead",43.5,NA,"Grey, died 2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"3206","3","280","Sx","1","1992","Live",25.6,19.7,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,3
"3207","3","280","Sx","1","1994","Live",25.6,20.6,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,3
"3208","3","280","Sx","1","1997","Dead",25.6,NA,"windthrown - dead",NA,NA,1,NA,NA,NA,NA,NA,NA,3
"3209","3","280","Sx","1","2009","Live",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,3
"3210","3","280","Sx","1","2019","Live",NA,NA,"DEAD - Windthrown ('97)",NA,NA,1,NA,NA,NA,NA,NA,NA,3
"3211","3","281","Bl","1","1992","Live",24.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"3212","3","281","Bl","1","1994","Live",24.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"3213","3","281","Bl","1","1997","Live",24.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"3214","3","281","Bl","1","2009","Live",25.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"3215","3","281","Bl","1","2019","Live",26.5,24.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"3216","3","282","Bl","1","1992","Live",13.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"3217","3","282","Bl","1","1994","Live",13.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"3218","3","282","Bl","1","1997","Live",13.4,NA,"Dbh at 1.0m",NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"3219","3","282","Bl","1","2009","Live",14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"3220","3","282","Bl","1","2019","Live",15.1,14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"3221","3","283","Bl","1","1992","Live",16.5,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,5
"3222","3","283","Bl","1","1994","Live",17,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,5
"3223","3","283","Bl","1","1997","Live",17.3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,5
"3224","3","283","Bl","1","2009","Live",18.5,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,5
"3225","3","283","Bl","1","2019","Live",20,17.5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,5
"3226","3","284","Bl","1","1992","Live",20.3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,4
"3227","3","284","Bl","1","1994","Live",20.6,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,4
"3228","3","284","Bl","1","1997","Live",20.8,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,4
"3229","3","284","Bl","1","2009","Dead",20.8,NA,"Top broken off - dead",NA,NA,NA,3,NA,NA,NA,NA,NA,4
"3230","3","284","Bl","1","2019","Live",NA,NA,"DEAD (2009)",NA,NA,NA,3,NA,NA,NA,NA,NA,4
"3231","3","286","Bl","1","1992","Live",12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"3232","3","286","Bl","1","1994","Live",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"3233","3","286","Bl","1","1997","Live",13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"3234","3","286","Bl","1","2009","Live",14.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"3235","3","286","Bl","1","2019","Live",15.8,16.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"3236","3","287","Bl","1","1992","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"3237","3","287","Bl","1","1994","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"3238","3","287","Bl","1","1997","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"3239","3","287","Bl","1","2009","Live",7.9,NA,"Boll at DBH",NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"3240","3","287","Bl","1","2019","Live",8.2,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"3241","3","289","Bl","1","1992","Live",22.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"3242","3","289","Bl","1","1994","Live",22.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"3243","3","289","Bl","1","1997","Live",23.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"3244","3","289","Bl","1","2009","Live",25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"3245","3","289","Bl","1","2019","Live",26.1,22.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"3246","3","291","Bl","2","1992","Live",17.2,NA,"natural",NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"3247","3","291","Bl","2","1994","Live",17.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"3248","3","291","Bl","2","1997","Live",18.1,NA,"Dbh at 1.1m",NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"3249","3","291","Bl","2","2009","Live",19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"3250","3","291","Bl","2","2019","Live",20.1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"3251","3","294","Bl","2","1992","Live",20.5,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,4
"3252","3","294","Bl","2","1994","Live",20.6,NA,"Scar is old",NA,NA,1,NA,1,NA,NA,NA,NA,4
"3253","3","294","Bl","2","1997","Live",20.9,NA,"old catface",NA,NA,1,NA,1,NA,NA,NA,NA,4
"3254","3","294","Bl","2","2009","Live",22,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,4
"3255","3","294","Bl","2","2019","Live",23.2,19.6,"1997 DBH wrong; 2019: 23.5cm",NA,NA,1,NA,1,NA,NA,NA,NA,4
"3256","3","295","Bl","2","1992","Live",33.9,25.3,"Spike1",NA,NA,NA,1,1,NA,NA,NA,NA,6
"3257","3","295","Bl","2","1994","Live",34.5,24.7,NA,NA,NA,NA,1,1,NA,NA,NA,NA,6
"3258","3","295","Bl","2","1997","Live",35,24.7,NA,NA,NA,NA,1,1,NA,NA,NA,NA,6
"3259","3","295","Bl","2","2009","Dead",35,NA,"Uprooted - grey dead",NA,NA,NA,1,1,NA,NA,NA,NA,6
"3260","3","295","Bl","2","2019","Live",NA,NA,"Dead (2009)",NA,NA,NA,1,1,NA,NA,NA,NA,6
"3261","3","296","Bl","2","1992","Live",9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"3262","3","296","Bl","2","1994","Live",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"3263","3","296","Bl","2","1997","Live",10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"3264","3","296","Bl","2","2009","Live",12.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"3265","3","296","Bl","2","2019","Live",16.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"3266","3","297","Bl","2","1992","Live",9.5,6.1,"Spike3",NA,NA,NA,3,NA,NA,NA,NA,NA,5
"3267","3","297","Bl","2","1994","Live",9.7,6.2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,5
"3268","3","297","Bl","2","1997","Live",9.9,6.3,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,5
"3269","3","297","Bl","2","2009","Live",11.3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,5
"3270","3","297","Bl","2","2019","Live",13,10.3,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,5
"3271","3","300","Bl","2","1992","Live",17.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"3272","3","300","Bl","2","1994","Live",18.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"3273","3","300","Bl","2","1997","Live",18.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"3274","3","300","Bl","2","2009","Live",21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"3275","3","300","Bl","2","2019","Live",23.2,18.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"3276","3","301","Bl","1","1992","Live",20.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"3277","3","301","Bl","1","1994","Live",21.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"3278","3","301","Bl","1","1997","Live",22.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"3279","3","301","Bl","1","2009","Live",25.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"3280","3","301","Bl","1","2019","Live",28.9,20.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"3281","3","302","Bl","1","1992","Live",20.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"3282","3","302","Bl","1","1994","Live",22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"3283","3","302","Bl","1","1997","Live",23,NA,"Dbh at 1.0 m",NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"3284","3","302","Bl","1","2009","Live",25.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"3285","3","302","Bl","1","2019","Live",26.4,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"3286","3","303","Bl","1","1992","Live",20.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"3287","3","303","Bl","1","1994","Live",21.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"3288","3","303","Bl","1","1997","Live",22,NA,"checking on stem",NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"3289","3","303","Bl","1","2009","Live",24.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"3290","3","303","Bl","1","2019","Live",26.7,19.7,"Tag overgrown",NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"3291","3","304","Bl","2","1992","Live",13,10.2,NA,NA,NA,1,1,NA,NA,NA,NA,NA,7
"3292","3","304","Bl","2","1994","Live",13.3,11,"Scar is small",NA,NA,1,1,NA,NA,NA,NA,NA,7
"3293","3","304","Bl","2","1997","Live",13.9,11.2,NA,NA,NA,1,1,NA,NA,NA,NA,NA,7
"3294","3","304","Bl","2","2009","Live",17.8,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,7
"3295","3","304","Bl","2","2019","Live",21.2,17.3,NA,NA,NA,1,1,NA,NA,NA,NA,NA,7
"3296","3","305","Bl","3","1992","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"3297","3","305","Bl","3","1994","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"3298","3","305","Bl","3","1997","Live",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"3299","3","305","Bl","3","2009","Live",7.9,NA,"Wind throw scar",NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"3300","3","305","Bl","3","2019","Live",11,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"3301","3","306","Bl","3","1992","Live",7.6,NA,"Spike1",NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"3302","3","306","Bl","3","1994","Live",7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"3303","3","306","Bl","3","1997","Live",8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"3304","3","306","Bl","3","2009","Live",9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"3305","3","306","Bl","3","2019","Live",12.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"3306","3","307","Bl","4","1992","Live",15.1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,6
"3307","3","307","Bl","4","1994","Live",16.2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,6
"3308","3","307","Bl","4","1997","Live",17,NA,"DBH 1.0m",NA,NA,NA,2,NA,NA,NA,NA,NA,6
"3309","3","307","Bl","4","2009","Live",20.6,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,6
"3310","3","307","Bl","4","2019","Live",24.8,16.7,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,6
"3311","3","308","Bl","4","1992","Live",10.4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,6
"3312","3","308","Bl","4","1994","Live",11.2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,6
"3313","3","308","Bl","4","1997","Live",11.8,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,6
"3314","3","308","Bl","4","2009","Live",14.5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,6
"3315","3","308","Bl","4","2019","Live",17.8,17,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,6
"3316","3","309","Ep","4","1992","Live",NA,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"3317","3","309","Ep","4","1994","Live",NA,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"3318","3","309","Ep","4","1997","Live",NA,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"3319","3","309","Ep","4","2009","Live",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"3320","3","309","Ep","4","2019","Live",12.5,11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"3321","3","310","Bl","4","1992","Live",23.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"3322","3","310","Bl","4","1994","Live",25.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"3323","3","310","Bl","4","1997","Live",26.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"3324","3","310","Bl","4","2009","Live",30.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"3325","3","310","Bl","4","2019","Live",35.4,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"3326","3","311","Bl","4","1992","Live",19.8,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,6
